student_id,name,registration_date,course,gender,date_of_birth,address,cc,cellphone
1927,Vitória Maia,2024-05-01,1º Ciclo de Psicologia,F,2004-11-08,"Travessa Roentgen, 45 2183-663 Santa Comba Dão",782247447,146630917
1928,Vicente Borges,2024-02-26,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1996-06-10,"Travessa das Escadas do Monte dos Judeus, 37 9150-267 Gafanha da Nazaré",487653753,197567716
1929,Raquel Soares,2024-04-19,Ano Zero Plano de Estudos IV (Empreendedorismo),F,1994-08-27,"R. de Lopes, 859 5542-668 Viana do Castelo",112192542,826875641
1930,Victória Carneiro,2024-04-05,Pós graduação Psicoterapia Psicanalítica – 7ª edição,M,1994-02-24,"Av de Machado, S/N 5969-684 Entroncamento",762465532,202445472
1931,Érica Amaral,2024-03-09,Ano Zero Plano de Estudos Único (Informática),F,2002-06-03,"R. do Tijolo, 7 9843-619 Freamunde",60052452,773119171
1932,Camila Soares,2023-11-18,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",F,1993-05-04,"Rua de Teófilo Braga, 393 6117-626 Santa Comba Dão",657995274,389458826
1933,Yasmin Lourenço,2023-06-16,Ano Zero Plano de Estudos II ( Gestão),M,1992-01-03,"Avenida de Vieira, 602 5317-447 Coimbra",760759291,917234079
1934,Daniela Moura,2023-08-31,1º ciclo de Serviço Social,F,2001-01-20,"Largo de S. Macário, S/N 7766-518 Trofa",178409814,441207607
1935,Letícia Torres,2023-09-11,1º Ciclo de Psicologia,M,1990-10-01,"Rua de Montevideu, 23 4566-770 Rio Maior",41976740,494747874
1936,Isaac Barros,2023-11-25,Ano Zero Plano de Estudos II (Serviço Social),F,1992-12-14,"Largo de Santos, 68 4189-868 Montijo",972684041,115363248
1937,Catarina Costa-Rocha,2023-08-17,1º Ciclo de Empreendedorismo,F,2002-09-02,"Travessa Assunção, 850 9659-746 Sintra",533014628,267875309
1938,Ivan Rocha,2023-05-31,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,2006-06-23,"Avenida Araújo, 48 4318-293 Rio Tinto",772491151,943328286
1939,Gaspar Faria-Pires,2023-12-26,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",F,1994-05-16,"R. Ivo Castro, 64 1311-456 Fafe",466340362,888550728
1940,Salomé Paiva-Correia,2024-02-01,1º Ciclo de Jornalismo,F,1989-03-04,"Largo das Gáveas ao Parque das Nações, 64 3309-423 Trofa",386595717,167178807
1941,Cláudio Henriques-Costa,2023-10-03,Ano Zero Plano de Estudos IV (Empreendedorismo),F,2002-01-12,"Avenida Denis Andrade, 30 2033-247 Alverca do Ribatejo",500745589,596362877
1942,Kelly Esteves,2023-05-22,1º Ciclo de Gestão de Recursos Humanos,F,2004-01-24,"Rua da Beneditina, S/N 7324-821 Alcácer do Sal",621942325,447600111
1943,Simão Fernandes,2023-05-30,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,2005-10-28,"R. Esteves, 26 8233-713 Rio Maior",466471640,144268614
1944,Daniela Freitas-Vieira,2023-05-21,1º Ciclo de Multimédia,F,2000-05-28,"Alameda do Codeçal, S/N 8199-036 Vila Nova de Gaia",877430265,363599014
1945,Soraia Moreira,2024-03-19,Ano Zero Área de Jornalismo,M,1995-12-17,"Praça Matos, 2 6594-596 Elvas",730456999,996019855
1946,Ivo Carvalho,2023-10-26,1º Ciclo de Gestão de Recursos Humanos,M,1998-05-01,"Rua de Freitas, 349 1256-085 Matosinhos",720992082,358194719
1947,Benedita-Luna Gonçalves,2023-06-15,1º Ciclo de Empreendedorismo,M,1997-02-24,"Av Alves, 131 2591-814 Lamego",436706076,484754804
1948,Daniel Lopes,2023-12-12,1º ciclo de Serviço Social,F,2003-02-28,"Alameda do Adro, 327 6923-916 Mirandela",522934777,747712112
1949,Rui Cardoso,2023-11-29,1º ciclo de Serviço Social,M,2005-09-19,"Largo de Fontes Pereira de Melo, 541 4324-808 Castelo Branco",883621013,283650288
1950,Mafalda do Amaral,2024-03-15,1º ciclo de Serviço Social,M,2005-02-19,"Largo Esteves, S/N 9961-572 Costa da Caparica",642011076,624193802
1951,Alice Matos-Cruz,2023-11-06,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,1995-01-07,"Largo de Costa, 5 7718-830 Braga",951150306,527494270
1952,Mauro Gonçalves,2024-04-04,Ano Zero Plano de Estudos II ( Gestão),M,2002-12-10,"Praça Branco, 5 2253-360 Fiães",279110699,335443606
1953,Amélia-Mara Fernandes,2023-11-05,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,2005-04-22,"Avenida de Almeida, 5 4914-574 Abrantes",134237111,167204852
1954,Diana Maia,2023-06-26,1º Ciclo de Jornalismo,M,1996-07-14,"R. de Torres, S/N 0172-952 Vendas Novas",306600697,850744218
1955,Mafalda-Luna Soares,2024-05-03,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1990-02-04,"Alameda Lourenço, 534 3814-922 Trancoso",380343665,441273291
1956,Nádia-Renata Faria,2023-07-13,Ano Zero Plano de Estudos Único (Informática),F,1992-12-22,"Travessa de Lourenço, 86 5373-307 Viana do Castelo",450334315,465239541
1957,Hugo Garcia,2023-09-21,1º Ciclo de Multimédia,M,1993-09-05,"Av Garcia, 8 9217-168 Paços de Ferreira",702514539,759807497
1958,Rafaela Garcia,2024-01-30,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,1997-05-13,"Travessa Wilson Abreu, 725 9112-563 São Mamede de Infesta",360616917,386825369
1959,Madalena Abreu,2023-05-29,Ano Zero Área de Jornalismo,M,1989-08-15,"R. Nacional 209, 34 6359-237 Esmoriz",698566717,728444484
1960,Madalena Garcia-Macedo,2023-08-19,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,2006-11-11,"Largo Assunção, 9 3896-282 Sines",429611125,684131536
1961,Melissa Neto,2024-04-01,1º Ciclo de Design de Comunicação,M,2001-04-27,"R. Oliveira, S/N 8436-835 Alcobaça",864373640,293840396
1962,Amélia Coelho,2023-10-14,1º Ciclo de Gestão de Recursos Humanos,F,1996-06-15,"Travessa das Torres do Restelo, 1 6849-213 Pombal",802028882,333857595
1963,Simão Fonseca,2024-05-03,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1995-06-02,"Largo Jéssica Rodrigues, 3 3649-524 Marinha Grande",894566295,102712605
1964,Gonçalo Cunha,2023-12-15,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",F,1992-10-27,"Travessa das Rolas, S/N 8284-264 Alverca do Ribatejo",88132778,14670570
1965,Flor-Isabela Almeida,2023-07-04,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1998-07-13,"Praça de Cruz, 11 2929-424 Agualva-Cacém",814711401,559707811
1966,Isabela Garcia,2023-06-04,Ano Zero Plano de Estudos II ( Gestão),M,1991-01-23,"Praça Luísa Branco, 79 1974-076 Praia da Vitória",955061766,189051923
1967,António Esteves,2023-08-28,Ano Zero Área de Jornalismo,F,1994-12-16,"Alameda do Peneireiro, 54 4472-213 Fafe",186480183,236232689
1968,Kelly Araújo,2023-11-30,Ano Zero Área de Jornalismo,M,2000-05-25,"Largo de Monchique, S/N 6029-729 Ermesinde",973894377,249382237
1969,Lorena Guerreiro,2024-04-08,Ano Zero Plano de Estudos IV (Empreendedorismo),F,2005-09-26,"Praça Ramos, 22 6454-065 Caniço",31733366,237454391
1970,Álvaro Teixeira-Barros,2023-12-20,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,2004-09-14,"Rua de Coelho, 443 8156-011 Montijo",413121583,78542484
1971,Manuel Lima,2023-10-31,1º Ciclo de Informática,F,2006-06-24,"Praça Fonseca, 51 0406-032 Montijo",117348809,782627871
1972,Guilherme Cunha,2023-08-25,Ano Zero Área de Jornalismo,F,1991-08-14,"Alameda de Maria Pia, S/N 0086-067 Amadora",463426699,903187794
1973,Rafaela Soares,2024-01-27,1º Ciclo de Gestão de Recursos Humanos,M,1997-12-10,"R. de Mendes, 133 8377-557 Marinha Grande",793785797,139168645
1974,Miguel Coelho,2024-04-03,1º Ciclo de Empreendedorismo,M,1992-03-06,"Praça de Matias, 1 7753-845 Penafiel",739694485,134254560
1975,Lucas Reis,2023-09-15,1º Ciclo de Comunicação Empresarial,M,2003-10-11,"R. das Gaivotas ao Parque das Nações, 449 1769-596 Póvoa de Santa Iria",684931814,21415551
1976,Helena Valente,2024-04-05,Ano Zero Área de Design,F,2003-06-24,"Avenida de Ribeiro Sanches, 2 0455-170 Porto Santo",783207860,349412434
1977,Alice Pereira,2023-12-10,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,1999-04-18,"R. Loureiro, 33 2456-510 Gondomar",962966444,388959772
1978,João Andrade-Mota,2024-01-30,1º Ciclo de Empreendedorismo,M,1995-09-22,"Largo de Araújo, 22 6405-689 Reguengos de Monsaraz",540393236,345947978
1979,Guilherme Antunes,2023-06-22,Ano Zero Área de Design,F,2000-07-19,"Rua Teresa Martins, 1 8408-174 Quarteira",343731486,281792778
1980,Tiago Fernandes-Domingues,2023-10-26,1º Ciclo de Empreendedorismo,F,2003-01-18,"Alameda Gomes, S/N 6552-590 Vila Nova de Famalicão",959292117,812943816
1981,Carlota Morais,2024-02-21,1º Ciclo de Gestão de Recursos Humanos,F,1992-04-03,"Travessa de Ferreira, 686 3455-029 Vila Nova de Gaia",904725370,387722658
1982,Mia Vicente,2024-05-12,Ano Zero Área de Multimédia,M,1997-06-18,"Avenida Vasco Pacheco, 28 7604-108 Leiria",183404123,797289499
1983,Igor de Pinto,2023-11-02,1º Ciclo de Design de Comunicação,F,2000-09-07,"Rua de Gomes, 7 3651-974 Porto Santo",239638259,998391010
1984,Marcos Ferreira,2024-04-05,1º Ciclo de Psicologia,M,1992-05-13,"R. de Melo, 31 1222-233 Santiago do Cacém",951955501,107287252
1985,José Mendes,2023-10-14,1º Ciclo de Gestão de Recursos Humanos,M,1998-01-10,"Travessa de Domingues, 2 7556-597 Figueira da Foz",910965679,457565843
1986,Salvador da Nascimento,2024-02-26,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,1991-10-16,"Praça de Palma, 74 1296-930 Peso da Régua",520708572,656961463
1987,Sara Leal,2023-10-29,1º Ciclo de Informática,F,2001-01-25,"Praça Teófilo Ferreira, S/N 9175-960 Vila Real",133113094,824446233
1988,Dinis Silva,2023-08-29,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,1993-01-12,"Travessa Araújo, 78 1149-136 Lixa",115851296,843826243
1989,Eduarda Machado,2024-01-09,1º ciclo de Serviço Social,M,1993-01-21,"Travessa Cruz, 87 0581-380 Vendas Novas",184626972,145604679
1990,Lisandro Santos,2023-11-07,Ano Zero Plano de Estudos I (Psicologia),F,1990-05-22,"Largo de Soares, S/N 4852-951 Tomar",566268066,365604657
1991,Benjamim Ramos,2023-06-11,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1992-08-02,"Rua Mário Nascimento, 6 7002-574 Estarreja",797546032,114438678
1992,Caetana Leite,2024-04-19,1º Ciclo de Gestão,F,2002-11-05,"Praça das Andorinhas, 913 7943-369 Faro",823692156,237000562
1993,Nicole Cardoso-Jesus,2023-10-17,1º Ciclo de Design de Comunicação,F,1999-02-04,"R. do Castelo, 54 3621-434 Esmoriz",559409694,377539576
1994,Leandro Leite,2023-10-26,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,1999-08-14,"Alameda Mota, S/N 6799-225 Santa Maria da Feira",91706041,961780917
1995,Ângela Antunes,2023-07-14,1º Ciclo de Design de Comunicação,F,2006-12-05,"Av Antunes, 55 3871-449 Guimarães",291453323,476963119
1996,Mateus Pereira,2024-05-12,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1990-09-26,"Av Filipe Vaz, 26 3529-920 Lagoa",56662551,217060367
1997,Maria Paiva,2024-02-13,Ano Zero Plano de Estudos IV (Empreendedorismo),F,1996-10-04,"Avenida de Cruz, S/N 5626-685 Caniço",757914043,478434373
1998,Enzo do Cruz,2023-06-19,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1992-02-22,"Rua Vitória Abreu, 1 7173-217 Fafe",814229570,944669047
1999,Ângela Jesus,2023-10-08,2º Ciclo de Psicologia,F,2002-03-17,"Rua Santiago Antunes, 18 4898-322 Estremoz",937819807,39688569
2000,Eduarda Leal-Lourenço,2024-02-19,Ano Zero Plano de Estudos II (Serviço Social),F,1997-11-11,"Praça de Leite, 22 7536-116 Pinhel",962295285,149297589
2001,Yara Almeida-Amorim,2023-09-14,2º Ciclo de Serviço Social,F,2001-04-08,"Praça de Tavares, 4 4185-712 Pinhel",8420965,191421319
2002,Filipa Melo,2023-09-11,1º Ciclo de Comunicação Empresarial,F,2002-10-08,"Alameda de Soares, 25 7853-660 Rio Maior",707048971,344723791
2003,Bernardo Vaz,2023-07-22,Ano Zero Plano de Estudos II (Serviço Social),M,2002-03-05,"R. Vicente Almeida, 3 3599-603 Olhão",856638628,722891423
2004,Cristiano Pacheco-Santos,2024-02-23,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,M,2000-08-23,"Alameda de Pina Manique, 68 0336-124 Mêda",958699227,852414193
2005,Helena de Borges,2023-05-19,1º Ciclo de Gestão de Recursos Humanos,F,1997-07-20,"Alameda de Lourenço, 86 0298-335 Marco de Canaveses",334739028,27958357
2006,Valentim do Moreira,2024-04-21,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",M,2000-09-23,"Praça de Machado, S/N 8976-213 Guarda",113512729,543746346
2007,Duarte Sousa,2024-04-30,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",F,1991-02-21,"Travessa Letícia Cardoso, 59 6946-978 Quarteira",745344802,253492385
2008,Flor Tavares-Alves,2023-12-12,Ano Zero Plano de Estudos IV (Empreendedorismo),F,2006-11-24,"R. de Gaspar, S/N 6532-965 Sintra",498686153,932845657
2009,Ângela Pacheco,2023-05-14,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,2005-06-08,"Av Emília Abreu, 85 8937-846 Vila do Conde",432590018,622823536
2010,Valentim Monteiro,2023-10-12,Ano Zero Área de Design,F,1990-11-15,"Avenida Micael Pires, 6 2369-109 Ponte de Sor",131837721,140362786
2011,Matias Abreu,2023-07-09,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,1997-12-28,"Praça Iara Faria, 22 2844-420 Gouveia",30990605,490197659
2012,Gabriel Baptista,2023-07-21,1º Ciclo de Informática,F,1991-10-20,"Travessa Ribeirinhos, S/N 1396-068 Caniço",127223373,449468227
2013,Salomé-Luna Alves,2024-01-22,Ano Zero Área de Multimédia,M,1991-01-18,"Travessa Nascimento, 55 5468-142 Paredes",89338371,926981312
2014,Alice Cunha,2024-01-01,1º Ciclo de Design de Comunicação,F,2002-03-20,"Avenida de Vímara Peres, 32 0758-630 Tondela",533102418,116637638
2015,Bárbara Tavares,2023-11-18,2º Ciclo de Psicologia,M,2004-05-13,"Praça do Machado, 30 2467-601 Fafe",162982439,493121062
2016,Lourenço da Rocha,2023-11-22,1º Ciclo de Jornalismo,M,1990-03-07,"Alameda Morais, 17 9680-206 Vale de Cambra",120480546,925035069
2017,Joana Vicente,2023-11-14,Ano Zero Plano de Estudos II (Serviço Social),F,1999-03-05,"Avenida Isaac Lima, 86 7105-313 Oliveira do Hospital",510403012,559892581
2018,Kelly-Juliana Paiva,2023-11-30,Ano Zero Plano de Estudos I (Psicologia),F,1992-06-08,"Alameda Benjamim Gaspar, 543 0443-583 Vila Nova de Santo André",293560855,812414975
2019,Henrique Sá,2023-05-14,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,1997-06-24,"R. de Fernão de Magalhães, 3 7687-024 Espinho",757467736,152332689
2020,Pilar Alves,2023-10-07,2º Ciclo de Psicologia,F,1990-08-09,"Alameda Ramos, S/N 6540-117 Câmara de Lobos",500093311,903504315
2021,Marta Castro,2023-06-04,1º Ciclo de Jornalismo,M,1999-05-08,"R. Nunes, 1 7458-971 Montemor-o-Novo",532333970,686399307
2022,Ângelo Cruz,2024-04-25,Ano Zero Plano de Estudos II ( Gestão),F,1996-01-01,"Rua do Almirante Gago Coutinho, S/N 6473-816 Portimão",328025201,371339585
2023,Bryan Carvalho-Carneiro,2023-10-14,1º Ciclo de Empreendedorismo,M,1991-09-22,"Rua Matias Freitas, 8 5671-177 Ponta Delgada",111450272,588936918
2024,Lúcia de Gomes,2024-05-08,1º Ciclo de Informática,F,2005-12-01,"Praça de Marques, S/N 6602-836 Agualva-Cacém",541585706,806506078
2025,Daniel da Carneiro,2023-10-13,Ano Zero Área de Multimédia,M,2002-01-17,"R. Lourenço Magalhães, 80 4521-596 Amarante",477949902,783898937
2026,Cristiano Leite,2023-09-29,1º ciclo de Serviço Social,F,2005-12-08,"Avenida Lima, 3 8291-064 Ílhavo",851839883,386171660
2027,Violeta Abreu,2023-07-26,Ano Zero Plano de Estudos I (Comunicação Empresarial),F,2003-09-07,"Praça de Lima, S/N 9075-086 Barreiro",794748435,358760000
2028,Tomás Loureiro,2023-08-19,1º Ciclo de Empreendedorismo,F,2000-01-19,"Av Pacheco, 741 2506-041 Elvas",617602430,403745218
2029,Hugo Vicente,2023-11-23,Ano Zero Plano de Estudos Único (Informática),M,2003-04-03,"Av Martins, 5 7084-479 Póvoa de Varzim",530583736,438459530
2030,Santiago Lopes,2023-10-12,Pós graduação Psicoterapia Psicanalítica – 7ª edição,M,1998-06-09,"Av Gaspar, 44 2040-292 Fundão",87375969,213352268
2031,Amélia Leite,2024-03-03,1º Ciclo de Empreendedorismo,F,2006-01-09,"Rua da França, 68 4076-390 Vila Nova de Santo André",699151134,6653136
2032,Mauro Tavares,2023-12-07,1º Ciclo de Empreendedorismo,F,2003-10-04,"Avenida Leandro Leal, 67 6696-190 Bragança",141994253,353698942
2033,Flor Silva,2023-08-16,2º Ciclo de Psicologia,M,1994-07-01,"Alameda João Glama, S/N 3553-946 Portalegre",726702458,609713419
2034,Brian do Almeida,2023-06-14,1º Ciclo de Gestão,M,1995-09-27,"Av Domingues, 51 3412-918 Trancoso",490077818,953595952
2035,Matilde Cruz,2024-03-06,1º Ciclo de Empreendedorismo,F,2000-05-20,"Largo Afonso Gaspar, 10 7982-776 Caldas da Rainha",48678050,750707011
2036,Amélia Correia,2024-02-14,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",M,2001-10-08,"Largo de S. Brás, 645 6116-612 Santiago do Cacém",839413194,958574020
2037,Fábio Guerreiro,2023-12-23,1º Ciclo de Jornalismo,M,1996-11-25,"Travessa de Henriques, 816 4554-633 Aveiro",472378628,802364086
2038,Patrícia Ribeiro,2023-11-18,Ano Zero Plano de Estudos II ( Gestão),M,1995-11-09,"Praça de Matos, 958 6160-915 Leiria",140630405,398556916
2039,Ivan Cunha,2023-05-28,Pós graduação Intervenção com doentes de Alzheimer e outras demências – 8ª edição,F,1989-06-16,"Rua dos Aventureiros, 629 1977-246 Ribeira Grande",890747532,871925478
2040,Jorge Pinto,2023-12-16,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,2001-03-13,"Praça dos Estorninhos, S/N 2127-692 Vila Franca de Xira",398556392,717868201
2041,Lara Santos,2024-02-02,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,2003-04-11,"Travessa Edgar Andrade, 86 9606-253 Amadora",223274627,816292424
2042,Lisandro Paiva,2023-11-07,Pós graduação Psicoterapia Psicanalítica – 7ª edição,F,1997-09-08,"Av do Mercado, 401 9123-487 Cartaxo",905114259,779365775
2043,Naiara do Cardoso,2023-10-14,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,1992-05-13,"Alameda Marques, 28 4089-062 Olhão",461025117,920945109
2044,Mara-Luísa Martins,2024-01-11,2º Ciclo de Psicologia,M,2006-03-19,"Avenida de Rodrigues, 6 3849-204 Vizela",528886691,77038254
2045,Vitória Nascimento,2023-07-05,Pós graduação Psicoterapia Psicanalítica – 7ª edição,M,1989-08-11,"Avenida Barros, 4 1865-852 Odivelas",452466017,783793820
2046,Érica Baptista-Monteiro,2024-03-01,1º Ciclo de Gestão de Recursos Humanos,M,2002-10-01,"Travessa de João do Carmo, 98 8002-698 Caniço",534394237,515001879
2047,Mia-Violeta Nunes,2023-05-28,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",M,2000-11-28,"Largo Pacheco, 71 0331-985 Amadora",239599190,452444988
2048,Benjamim do Oliveira,2023-11-26,1º Ciclo de Jornalismo,F,2000-02-03,"Av de Moura, 80 8513-346 Fundão",309224593,746248436
2049,Afonso Faria,2024-04-14,Ano Zero Plano de Estudos I (Psicologia),F,2003-07-02,"Rua do Longo, 25 8381-398 Paços de Ferreira",485636917,281390043
2050,Helena Torres,2023-06-27,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1990-05-08,"Av de Leal, 37 6881-034 Gafanha da Nazaré",657194210,697769133
2051,João de Fonseca,2024-04-23,Ano Zero Plano de Estudos I (Psicologia),M,1993-02-24,"R. Juliana Almeida, 45 7434-339 Montemor-o-Novo",39980305,964579862
2052,Lucas Marques,2024-03-26,Ano Zero Plano de Estudos IV (Empreendedorismo),M,2002-11-19,"Av Sá, 50 4832-235 Moura",801503272,408156106
2053,Juliana Macedo,2024-04-06,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,1989-08-22,"Av do Anjo da Guarda, 980 5269-756 Aveiro",60902058,278009902
2054,Alexandre Cunha,2023-09-29,Ano Zero Área de Jornalismo,M,2006-08-08,"Av Brito, S/N 7355-334 Praia da Vitória",694144374,870998457
2055,Alícia-Erica Simões,2023-10-11,Ano Zero Plano de Estudos I (Psicologia),M,2003-04-26,"Praça Pereira, 22 5223-800 Póvoa de Santa Iria",26124974,199261668
2056,Nicole Sousa,2023-10-08,1º Ciclo de Multimédia,M,2005-08-09,"Largo Sousa, S/N 6729-859 Caldas da Rainha",815826492,369221902
2057,Mia Leite,2024-03-22,Ano Zero Plano de Estudos Único (Informática),M,1995-03-08,"Av de Monteiro, 889 5434-357 Caldas da Rainha",857483832,302099833
2058,Mateus Assunção,2024-03-07,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,1999-07-04,"Praça dos Olivais, 5 9881-548 Ílhavo",972508255,161245321
2059,Kévim Nunes,2024-03-02,1º Ciclo de Gestão de Recursos Humanos,F,1994-06-23,"Travessa do Mercado, 604 9284-840 Ourém",322177033,67440713
2060,Marcos Maia-Simões,2023-07-10,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",F,1990-03-04,"Avenida Cunha, 576 7881-391 Setúbal",809890724,491911561
2061,Sérgio Henriques,2023-08-04,1º Ciclo de Comunicação Empresarial,M,1997-07-21,"Praça Fabiana Coelho, 178 3876-188 Quarteira",116563911,739808556
2062,Renato Barbosa,2024-03-01,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,1997-12-25,"Alameda de S. Brás, 566 6219-552 Vale de Cambra",563139000,501816192
2063,Márcio da Miranda,2023-12-05,Ano Zero Área de Design,M,1999-10-21,"Av de José Régio, 81 7506-465 Ovar",61641529,843536967
2064,Martim Miranda,2023-05-15,1º Ciclo de Psicologia,M,2003-03-02,"Rua Nuno Vieira, S/N 3048-290 Oliveira de Azeméis",303168106,884212241
2065,Afonso Batista,2023-08-29,2º Ciclo de Psicologia,M,1999-10-22,"Rua das Verdades, 67 9230-644 Lourosa",390038312,873659301
2066,Gaspar Araújo,2024-05-11,Ano Zero Plano de Estudos Único (Informática),M,1999-12-27,"R. de Vaz, S/N 8400-722 Mealhada",328409824,526383568
2067,Fábio Coelho,2023-12-30,1º Ciclo de Multimédia,F,2005-06-11,"Largo Luísa Gaspar, 7 5100-577 Agualva-Cacém",195304337,396008348
2068,Maria de Abreu,2023-12-14,"Pós graduação Investigação e Segurança Contra Catástrofes, Crises e Acidentes 2ª edição",F,1998-10-21,"Av Madrid, 32 4852-586 Viseu",707740280,561606429
2069,Vítor Pires,2024-03-11,1º Ciclo de Gestão de Recursos Humanos,F,2001-02-18,"Travessa Neves, 83 0239-050 Mangualde",104100766,8022253
2070,Erica Magalhães,2023-09-22,1º Ciclo de Design de Comunicação,M,1991-04-12,"Rua Gonçalo Neves, 1 1661-576 Sabugal",95786012,126798182
2071,Kelly Valente,2024-02-23,2º Ciclo de Psicologia,M,2001-05-09,"Travessa de Gonçalves, 83 8530-807 Sintra",233263308,32022260
2072,Salvador Abreu,2023-07-25,1º ciclo de Serviço Social,F,2003-05-06,"Avenida Dinis Jesus, 911 1288-789 Vizela",99427233,802619648
2073,Ricardo Lourenço,2023-12-14,Ano Zero Plano de Estudos II ( Gestão),M,1990-10-18,"Av Ferreira, S/N 6365-096 Rio Maior",885144618,85127513
2074,Ema Neves,2023-10-02,1º Ciclo de Jornalismo,F,2006-07-14,"Alameda Moura, 44 8884-162 Amora",310979225,273401246
2075,Rita Macedo,2023-07-17,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,F,2005-04-13,"Rua Branco, S/N 7094-438 Rio Tinto",495518846,950722189
2076,Soraia Brito,2023-05-29,1º Ciclo de Psicologia,F,2006-02-26,"Rua de Henriques, S/N 1852-484 Estremoz",922726713,274384507
2077,Jorge do Gomes,2024-05-09,Ano Zero Plano de Estudos II ( Gestão),F,1991-09-27,"Alameda Bryan Silva, 8 1695-827 Marco de Canaveses",832350631,279809156
2078,Juliana-Carlota Ferreira,2023-11-05,Ano Zero Plano de Estudos IV (Empreendedorismo),M,1994-04-15,"Av Antunes, 447 3497-752 Abrantes",815826125,715017291
2079,Gabriel Cunha,2023-05-23,Ano Zero Plano de Estudos III ( Gestão de Recursos Humanos)v,M,1993-02-20,"Avenida Denis Batista, 16 9857-682 Trofa",318505754,818900808
2080,Alexandre Neves,2023-11-06,Ano Zero Plano de Estudos II (Serviço Social),M,1991-08-10,"Travessa de Lima, 7 6611-799 Fafe",407758491,247376563
2081,Diego da Lourenço,2023-07-06,"Pós graduação Avaliação e Intervenção com famílias em crise, risco e perigo 2ª Edição",M,2002-09-23,"Av Sofia Carneiro, 4 2822-758 Gouveia",594060862,704155427
2082,Renata Pires,2023-06-17,Ano Zero Área de Multimédia,F,2006-08-05,"Av de Neves, 819 7026-131 Coimbra",401716281,687522974
2083,Carminho Amaral,2024-01-20,1º Ciclo de Informática,M,2000-11-09,"R. de Ramos, S/N 3525-690 Moura",118268855,613903139
2084,Bernardo Leite,2023-08-04,Ano Zero Área de Multimédia,F,1999-04-17,"Travessa Pinto, 99 4243-248 Torres Novas",492405895,275153536
2085,Violeta Vieira,2024-02-16,1º ciclo de Serviço Social,F,1998-03-21,"Praça Rodrigo Abreu, 36 3798-732 Estarreja",642676423,50828503
2086,Carolina Domingues,2023-10-28,2º Ciclo de Serviço Social,M,1991-08-27,"Travessa de Brito, 743 6473-068 Marinha Grande",922562231,399266978
2087,Renata Marques,2024-01-22,Ano Zero Plano de Estudos I (Comunicação Empresarial),M,2006-05-17,"Travessa de Gomes, 470 8356-265 Sabugal",803876557,446615363
2088,Tatiana Pacheco,2023-05-15,Ano Zero Plano de Estudos Único (Informática),F,1997-09-18,"Avenida de Mota, 97 7472-743 Odivelas",589954569,547473869
